scenario,time_s,time_h,global_max_moisture_kgkg
S1,28200.0,7.833333333333333,1.3087288577677034
S1,28500.0,7.916666666666667,1.2926098831109962
S1,28800.0,8.0,1.2767228027389006
S1,29100.0,8.083333333333334,1.2610610791935282
S1,29400.0,8.166666666666666,1.2456183548419502
S1,29700.0,8.25,1.2303922947846
S1,30000.0,8.333333333333334,1.2153805232641188
S1,30300.0,8.416666666666666,1.2005806289764651
S1,30600.0,8.5,1.185990170501272
S1,30900.0,8.583333333333334,1.1716140074861352
S1,31200.0,8.666666666666666,1.157456550214475
S1,31500.0,8.75,1.1435146689489086
S1,31800.0,8.833333333333334,1.129785245687342
S1,32100.0,8.916666666666666,1.1162651795026224
S1,32400.0,9.0,1.102951391010482
S1,32700.0,9.083333333333334,1.0898374659455798
S1,33000.0,9.166666666666666,1.0769172190581693
S1,33300.0,9.25,1.06418794820737
S1,33600.0,9.333333333333334,1.0516469717414878
S1,33900.0,9.416666666666666,1.0392916291177416
S1,34200.0,9.5,1.0271192820225437
S1,34500.0,9.583333333333334,1.0151304096520901
S1,34800.0,9.666666666666666,1.0033253307559835
S1,35100.0,9.75,0.9917012046058103
S1,35400.0,9.833333333333334,0.9802552260865057
S1,35700.0,9.916666666666666,0.9689846265535552
S1,36000.0,10.0,0.9578866749137767
S1,36300.0,10.083333333333334,0.9469600966331371
S1,36600.0,10.166666666666666,0.9362035686028317
S1,36900.0,10.25,0.9256143442395495
S1,37200.0,10.333333333333334,0.9151897182128149
S1,37500.0,10.416666666666666,0.9049270254993487
S1,37800.0,10.5,0.8948236411158307
S1,38100.0,10.583333333333334,0.884878276794388
S1,38400.0,10.666666666666666,0.8750896031394323
S1,38700.0,10.75,0.865454991355026
S1,39000.0,10.833333333333334,0.8559718542223822
S1,39300.0,10.916666666666666,0.8466376454475061
S1,39600.0,11.0,0.8374498590604901
S1,39900.0,11.083333333333334,0.8284048424744801
S1,40200.0,11.166666666666666,0.8194990560141742
S1,40500.0,11.25,0.8107302201969113
S1,40800.0,11.333333333333334,0.8020960906545588
S1,41100.0,11.416666666666666,0.7935944576170716
S1,41400.0,11.5,0.7852231455737485
S1,41700.0,11.583333333333334,0.7769821882671046
S1,42000.0,11.666666666666666,0.7688715178238705
S1,42300.0,11.75,0.7608888616842772
S1,42600.0,11.833333333333334,0.7530319869946182
S1,42900.0,11.916666666666666,0.7452987001340101
S1,43200.0,12.0,0.7376868463461715
S1,43500.0,12.083333333333334,0.7301953010556725
S1,43800.0,12.166666666666666,0.7228229154155367
S1,44100.0,12.25,0.7155675554117749
S1,44400.0,12.333333333333334,0.7084271263746122
S1,44700.0,12.416666666666666,0.7013995719532615
S1,45000.0,12.5,0.6944828732645688
S1,45300.0,12.583333333333334,0.6876750480998433
S1,45600.0,12.666666666666666,0.6809741501922388
S1,45900.0,12.75,0.6743782685306028
S1,46200.0,12.833333333333334,0.6678855267089266
S1,46500.0,12.916666666666666,0.6614940823079722
S1,46800.0,13.0,0.6552021263090306
S1,47100.0,13.083333333333334,0.6490078825382705
S1,47400.0,13.166666666666666,0.6429096071370126
S1,47700.0,13.25,0.6369055880511812
S1,48000.0,13.333333333333334,0.6309941445328716
S1,48300.0,13.416666666666666,0.6251736266479881
